Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Pitch,Roll,Yaw,Altitude
1741962944.22,0.064,-0.107,0.003,-1.706,0.103,-0.836,-33.57,22.68,126.74,-0.59
1741962944.24,0.153,-0.151,0.071,-1.869,0.140,-0.844,-35.84,22.79,126.64,-0.59
1741962944.26,0.176,-0.185,0.050,-1.827,-0.026,-0.847,-38.18,22.81,126.55,-0.59
1741962944.28,0.094,-0.163,0.058,-1.782,-0.244,-0.872,-40.45,22.57,126.42,-0.59
1741962944.30,0.008,-0.146,-0.039,-1.739,-0.466,-0.895,-42.69,22.01,126.18,-0.59
1741962944.32,0.018,-0.138,-0.034,-1.790,-0.336,-0.828,-44.93,21.34,125.94,-0.59
1741962944.34,0.056,-0.115,0.043,-1.848,-0.144,-0.762,-47.19,21.00,125.79,-0.59
1741962944.36,0.080,-0.074,0.008,-1.888,-0.182,-0.725,-49.49,20.80,125.75,-0.59
1741962944.38,0.045,-0.046,-0.014,-1.905,-0.348,-0.754,-51.82,20.45,125.72,-0.59
1741962944.40,0.012,-0.050,0.083,-1.880,-0.267,-0.760,-54.15,20.00,125.60,-0.59
1741962944.42,-0.016,-0.069,0.079,-1.907,-0.336,-0.703,-56.46,19.59,125.50,-0.59
1741962944.44,-0.012,-0.057,0.000,-1.853,-0.473,-0.574,-58.75,19.17,125.54,-0.59
1741962944.46,0.008,-0.035,-0.012,-1.704,-0.642,-0.426,-60.86,18.73,125.79,-0.59
1741962944.48,-0.001,-0.027,-0.034,-1.670,-0.783,-0.411,-62.82,18.23,126.14,-0.59
1741962944.50,-0.016,-0.057,0.044,-1.715,-0.792,-0.480,-64.81,17.54,126.38,-0.59
1741962944.52,-0.014,-0.095,0.126,-1.839,-0.737,-0.395,-66.90,16.90,126.64,-0.59
1741962944.54,-0.032,-0.133,0.199,-2.006,-0.633,-0.207,-69.10,16.85,127.46,-0.59
1741962944.56,-0.005,-0.088,0.094,-1.995,-0.235,-0.133,-71.35,17.80,129.00,-0.57
1741962944.58,-0.020,-0.014,-0.050,-1.913,-0.292,-0.361,-73.55,19.03,130.53,-0.57
1741962944.60,-0.018,0.010,-0.022,-1.759,-0.589,-0.662,-75.74,18.95,131.00,-0.57
1741962944.62,0.055,-0.016,0.076,-1.578,-0.547,-0.673,-77.79,17.60,130.30,-0.57
1741962944.64,0.054,-0.026,0.020,-1.537,-0.461,-0.463,-79.68,16.57,129.83,-0.57
1741962944.66,0.020,-0.069,-0.056,-1.391,-0.396,-0.374,-81.43,16.28,130.01,-0.57
1741962944.68,-0.020,-0.136,-0.097,-1.206,-0.700,-0.352,-82.95,15.70,130.03,-0.57
1741962944.70,-0.065,-0.170,-0.006,-1.233,-0.954,-0.205,-84.37,15.10,130.42,-0.57
1741962944.72,-0.087,-0.144,-0.050,-1.384,-0.712,-0.087,-85.83,17.60,133.93,-0.57
1741962944.74,-0.083,-0.025,-0.028,-1.269,-0.215,-0.298,-87.38,22.80,139.65,-0.57
1741962944.76,-0.016,0.046,-0.062,-0.831,0.172,-0.379,-88.64,26.27,143.16,-0.57
1741962944.78,0.028,0.054,-0.052,-0.578,0.551,-0.193,-89.49,31.22,147.66,-0.57
1741962944.80,-0.013,0.028,-0.115,-0.490,0.457,0.013,-89.75,133.63,-110.53,-0.57
1741962944.82,-0.033,-0.002,-0.153,-0.448,0.246,0.020,-89.26,163.68,-80.88,-0.57
1741962944.84,0.044,0.022,0.009,-0.396,0.107,0.051,-88.79,168.90,-75.86,-0.57
1741962944.86,0.077,0.019,0.127,-0.242,-0.000,0.164,-88.39,167.41,-77.40,-0.57
1741962944.88,0.055,-0.027,0.177,-0.021,-0.066,0.265,-88.18,160.55,-84.23,-0.57
1741962944.90,0.005,-0.090,0.197,0.042,0.015,0.242,-88.09,151.76,-92.97,-0.57
1741962944.92,-0.042,-0.129,0.226,-0.162,0.279,0.190,-87.93,146.63,-98.26,-0.57
1741962944.94,-0.083,-0.063,0.207,-0.593,0.468,0.213,-87.45,148.00,-97.34,-0.57
1741962944.96,-0.110,0.056,0.124,-0.950,0.262,0.262,-86.53,152.45,-93.34,-0.57
1741962944.98,-0.143,0.098,0.052,-1.052,-0.165,0.218,-85.35,156.03,-89.81,-0.57
1741962945.00,-0.178,0.069,-0.024,-0.906,-0.544,0.086,-84.24,158.66,-86.76,-0.57
1741962945.02,-0.206,0.045,-0.192,-0.547,-0.858,-0.024,-83.42,160.31,-84.28,-0.57
1741962945.04,-0.183,0.078,-0.219,0.051,-0.717,-0.090,-83.17,160.74,-82.89,-0.57
1741962945.06,-0.117,0.071,-0.086,0.530,-0.125,-0.095,-83.55,160.11,-82.99,-0.57
1741962945.08,-0.037,0.005,0.044,0.648,0.302,-0.061,-84.24,158.72,-84.46,-0.57
1741962945.10,0.017,-0.033,0.107,0.503,0.286,0.006,-84.87,156.75,-86.75,-0.57
1741962945.12,0.026,-0.045,0.146,0.329,0.094,0.081,-85.28,154.11,-89.57,-0.57
1741962945.14,-0.001,-0.034,0.153,0.141,-0.000,0.076,-85.48,151.58,-92.09,-0.57
1741962945.16,-0.023,-0.028,0.125,-0.051,0.008,0.080,-85.48,150.31,-93.31,-0.57
1741962945.18,-0.050,-0.019,0.089,-0.131,0.044,0.088,-85.33,150.03,-93.58,-0.57
1741962945.19,-0.084,-0.023,0.050,-0.093,0.030,0.088,-85.17,149.80,-93.80,-0.57
1741962945.22,-0.094,0.021,-0.022,-0.035,-0.154,0.082,-85.05,149.21,-94.29,-0.57
1741962945.23,-0.087,0.067,-0.044,0.098,-0.222,0.086,-85.03,147.91,-95.30,-0.57
1741962945.25,-0.091,0.045,-0.012,0.339,-0.135,0.067,-85.18,145.30,-97.68,-0.57
1741962945.27,-0.089,-0.004,0.030,0.531,-0.098,0.049,-85.55,140.81,-102.01,-0.57
1741962945.29,-0.078,-0.027,0.077,0.591,-0.062,0.049,-85.99,134.29,-108.41,-0.57
1741962945.31,-0.072,-0.040,0.127,0.616,0.019,0.038,-86.40,125.84,-116.81,-0.57
1741962945.33,-0.074,-0.043,0.154,0.613,0.109,0.045,-86.72,115.39,-127.31,-0.57
1741962945.35,-0.088,-0.020,0.157,0.560,0.119,0.052,-86.89,103.75,-139.07,-0.57
1741962945.37,-0.096,-0.002,0.151,0.471,0.021,0.033,-86.92,92.90,-150.00,-0.57
1741962945.39,-0.092,-0.006,0.137,0.391,-0.149,-0.019,-86.90,83.74,-159.08,-0.57
1741962945.41,-0.070,-0.020,0.090,0.358,-0.384,-0.045,-86.86,75.69,-166.82,-0.57
1741962945.43,0.003,-0.021,-0.101,0.681,-0.429,0.034,-86.71,66.06,-175.93,-0.57
1741962945.45,0.042,-0.024,-0.121,1.414,0.080,0.168,-85.98,50.99,169.22,-0.57
1741962945.47,-0.022,-0.015,-0.074,2.080,0.667,0.185,-84.36,36.65,154.38,-0.57
1741962945.49,-0.067,0.016,-0.096,2.301,0.962,0.149,-82.09,27.54,144.26,-0.57
1741962945.51,-0.021,-0.045,-0.030,1.975,0.880,0.117,-79.78,22.88,138.46,-0.50
1741962945.53,0.042,-0.071,0.037,1.727,0.902,0.121,-77.80,20.58,135.16,-0.50
1741962945.55,0.047,-0.104,0.011,1.995,0.854,0.120,-75.79,19.18,132.60,-0.50
1741962945.57,0.038,-0.130,-0.289,2.170,0.119,0.214,-73.44,17.51,130.35,-0.50
1741962945.59,0.092,-0.109,0.143,1.774,0.988,0.350,-71.15,16.90,129.14,-0.50
1741962945.61,0.122,-0.100,0.119,1.545,0.987,0.565,-69.24,18.04,128.95,-0.50
1741962945.63,0.138,-0.053,0.007,1.591,0.103,0.837,-67.29,19.02,129.47,-0.50
1741962945.65,0.015,0.001,0.137,1.806,0.495,0.833,-65.12,20.01,130.15,-0.50
1741962945.67,-0.059,-0.023,-0.160,1.862,0.377,0.623,-62.88,20.58,130.28,-0.50
1741962945.69,-0.012,-0.094,-0.033,1.993,0.816,0.516,-60.58,20.99,129.90,-0.50
1741962945.71,-0.121,-0.079,-0.094,1.738,0.000,0.418,-58.36,20.99,129.32,-0.50
1741962945.73,-0.140,0.008,0.182,1.599,0.459,0.426,-56.47,20.75,128.92,-0.50
1741962945.75,-0.024,-0.069,0.223,1.224,0.846,0.676,-54.68,21.59,128.80,-0.50
1741962945.77,0.174,-0.048,0.147,1.197,0.426,1.078,-53.13,22.91,129.59,-0.50
1741962945.79,0.128,0.121,-0.079,1.789,0.167,0.982,-51.04,23.82,130.30,-0.50
1741962945.81,-0.031,0.139,-0.031,1.624,-0.151,0.561,-48.85,23.79,130.26,-0.50
1741962945.83,0.065,0.001,0.061,1.338,0.173,0.670,-47.06,23.72,130.13,-0.50
1741962945.85,0.131,-0.048,0.068,1.378,0.004,0.856,-45.29,24.05,130.41,-0.50
1741962945.87,0.072,-0.103,0.152,1.669,0.119,0.795,-43.34,24.26,130.63,-0.50
1741962945.89,-0.069,-0.155,-0.010,1.903,-0.060,0.744,-41.09,24.28,130.51,-0.50
1741962945.91,-0.092,-0.043,-0.098,1.695,0.074,0.706,-38.83,24.14,130.37,-0.50
1741962945.93,0.016,0.056,0.055,1.251,0.325,0.683,-36.99,24.39,130.37,-0.50
1741962945.95,-0.010,0.018,0.030,1.328,0.226,0.815,-35.34,24.86,130.58,-0.50
1741962945.97,-0.059,-0.054,0.019,1.694,-0.095,0.735,-33.39,24.99,130.65,-0.50
1741962945.99,0.002,-0.039,0.101,2.073,-0.251,0.600,-31.13,24.70,130.36,-0.50
1741962946.01,0.035,0.001,-0.135,2.000,-0.625,0.447,-28.68,23.86,129.82,-0.50
1741962946.03,0.014,0.007,0.006,1.266,0.069,0.587,-26.78,23.40,129.50,-0.50
1741962946.05,-0.046,0.081,-0.033,1.467,0.092,0.753,-25.08,23.64,129.62,-0.50
1741962946.07,0.062,0.004,0.181,1.722,-0.055,0.692,-23.06,23.63,129.61,-0.50
1741962946.09,0.070,-0.014,0.375,2.097,-0.395,0.608,-20.78,23.39,129.38,-0.50
1741962946.11,-0.054,-0.003,-0.165,2.103,-0.922,0.480,-18.27,22.36,128.91,-0.50
1741962946.13,-0.175,0.032,-0.079,1.516,0.314,0.543,-16.15,21.96,128.61,-0.50
1741962946.15,-0.180,0.006,0.052,1.703,0.157,0.612,-14.25,22.29,128.53,-0.50
1741962946.17,-0.103,-0.063,0.324,2.064,0.073,0.517,-11.98,22.35,128.26,-0.50
1741962946.19,-0.118,-0.084,0.142,2.185,-0.686,0.531,-9.53,21.92,127.87,-0.50
1741962946.21,0.079,-0.021,-0.249,2.058,-0.444,0.550,-7.00,21.12,127.55,-0.50
1741962946.23,0.044,-0.121,-0.160,2.053,-0.156,0.372,-4.67,20.84,127.23,-0.50
1741962946.25,-0.061,-0.223,0.189,2.082,-0.176,0.364,-2.32,20.52,126.75,-0.50
1741962946.27,-0.118,-0.033,0.276,1.956,0.211,0.449,0.03,20.61,126.38,-0.50
1741962946.29,-0.009,0.251,0.025,2.018,0.233,0.626,2.36,20.90,126.15,-0.50
1741962946.31,0.172,0.316,-0.349,1.995,0.027,0.569,4.75,21.05,125.99,-0.50
1741962946.33,0.236,-0.258,-0.236,1.940,-0.509,0.440,7.06,20.81,125.72,-0.50
1741962946.35,0.081,-0.356,0.006,1.853,-0.143,0.379,9.25,20.40,125.36,-0.50
1741962946.37,-0.168,-0.044,0.093,1.537,0.173,0.554,11.26,20.53,125.19,-0.50
1741962946.39,-0.018,0.112,-0.175,1.509,0.372,0.500,13.11,20.88,125.15,-0.50
1741962946.41,0.096,0.079,-0.298,1.517,0.042,0.374,14.90,21.17,125.00,-0.50
1741962946.43,0.290,-0.036,-0.208,1.424,-0.309,0.335,16.60,21.06,124.73,-0.50
1741962946.45,0.083,0.021,-0.121,1.305,-0.302,0.452,18.24,20.73,124.61,-0.41
1741962946.47,-0.153,-0.005,-0.122,1.189,0.138,0.342,19.72,20.62,124.53,-0.41
1741962946.49,-0.195,-0.139,-0.159,0.951,0.494,0.126,20.98,21.11,124.36,-0.41
1741962946.51,0.250,-0.214,-0.209,0.725,0.191,-0.013,21.89,21.69,124.00,-0.41
1741962946.53,0.430,-0.149,-0.400,0.418,-0.271,0.083,22.49,21.69,123.78,-0.41
1741962946.55,-0.038,-0.210,-0.343,0.068,-0.082,0.077,22.81,21.42,123.78,-0.41
1741962946.57,-0.034,-0.359,-0.243,-0.352,0.304,-0.063,22.67,21.55,123.85,-0.41
1741962946.59,0.293,-0.334,-0.231,-0.762,0.439,-0.147,22.00,21.93,123.98,-0.41
1741962946.61,0.201,-0.165,-0.250,-1.171,0.353,-0.069,20.95,22.25,124.30,-0.41
1741962946.63,0.127,-0.130,-0.321,-1.398,0.521,-0.088,19.56,22.58,124.82,-0.41
1741962946.65,0.006,-0.168,-0.166,-1.630,0.647,-0.249,17.89,23.08,125.35,-0.41
1741962946.67,0.055,-0.124,-0.111,-1.778,0.585,-0.330,15.97,23.67,125.83,-0.41
1741962946.69,0.150,-0.018,-0.268,-1.865,0.294,-0.335,13.90,24.04,126.35,-0.41
1741962946.71,0.121,0.044,-0.209,-1.986,0.186,-0.348,11.74,24.17,126.90,-0.41
1741962946.73,0.082,-0.042,-0.104,-2.024,0.155,-0.409,9.48,24.29,127.46,-0.41
1741962946.75,0.043,-0.061,-0.061,-2.085,0.060,-0.462,7.11,24.29,127.97,-0.41
1741962946.77,-0.009,0.002,-0.155,-2.120,-0.074,-0.432,4.71,24.24,128.51,-0.41
1741962946.79,-0.030,0.078,-0.095,-2.128,-0.071,-0.502,2.29,24.13,129.01,-0.41
1741962946.81,0.005,-0.012,-0.053,-2.208,-0.046,-0.479,-0.21,24.02,129.51,-0.41
1741962946.83,-0.005,-0.127,0.063,-2.113,-0.119,-0.506,-2.71,24.01,130.01,-0.41
1741962946.85,0.001,-0.156,-0.045,-2.022,-0.319,-0.600,-5.11,23.71,130.39,-0.41
1741962946.87,-0.046,-0.059,-0.023,-2.129,-0.060,-0.687,-7.57,23.53,130.65,-0.41
1741962946.89,-0.046,-0.013,0.094,-2.198,0.037,-0.615,-10.16,23.58,130.96,-0.41
1741962946.91,0.012,-0.098,0.057,-2.038,-0.207,-0.474,-12.63,23.60,131.38,-0.41
1741962946.93,0.058,-0.173,0.005,-1.820,-0.297,-0.472,-14.85,23.36,131.78,-0.41
1741962946.95,-0.011,-0.162,0.023,-2.025,-0.067,-0.711,-17.09,23.18,132.04,-0.41
1741962946.97,-0.137,-0.134,0.067,-2.077,0.271,-0.810,-19.63,23.43,132.15,-0.41
1741962946.99,-0.072,-0.093,-0.029,-2.000,0.025,-0.662,-22.10,23.64,132.32,-0.41
1741962947.01,0.044,-0.061,-0.002,-1.871,-0.179,-0.654,-24.43,23.65,132.56,-0.41
1741962947.03,0.070,-0.057,0.024,-1.734,-0.308,-0.817,-26.64,23.38,132.62,-0.41
1741962947.05,0.074,-0.058,-0.072,-1.698,-0.295,-0.892,-28.81,22.95,132.45,-0.41
1741962947.07,0.057,-0.028,0.046,-1.970,-0.055,-0.842,-31.12,22.66,132.32,-0.41
1741962947.09,-0.020,-0.051,0.065,-2.041,-0.092,-0.787,-33.63,22.68,132.37,-0.41
1741962947.11,-0.071,-0.065,-0.028,-1.873,-0.333,-0.762,-36.02,22.41,132.42,-0.41
1741962947.13,0.007,-0.081,0.049,-1.885,-0.242,-0.724,-38.32,22.12,132.43,-0.41
1741962947.15,0.148,-0.116,0.011,-1.919,-0.377,-0.675,-40.64,21.84,132.54,-0.41
1741962947.17,0.147,-0.150,-0.041,-1.908,-0.477,-0.683,-42.95,21.39,132.65,-0.41
1741962947.19,0.044,-0.195,-0.023,-1.899,-0.241,-0.723,-45.26,21.03,132.71,-0.41
1741962947.21,-0.026,-0.206,0.036,-1.972,-0.155,-0.820,-47.64,20.77,132.66,-0.41
1741962947.23,0.010,-0.183,0.166,-2.155,-0.282,-0.785,-50.17,20.49,132.59,-0.41
1741962947.25,0.082,-0.121,0.105,-2.222,-0.475,-0.543,-52.80,20.24,132.83,-0.41
1741962947.27,0.100,-0.017,0.035,-2.147,-0.380,-0.305,-55.31,20.33,133.56,-0.41
1741962947.29,0.055,0.062,0.012,-2.063,-0.461,-0.285,-57.67,20.71,134.54,-0.41
1741962947.31,-0.008,0.052,0.091,-2.064,-0.835,-0.362,-60.01,20.77,135.49,-0.41
1741962947.33,-0.075,0.002,0.095,-1.888,-0.814,-0.414,-62.29,20.48,136.27,-0.41
1741962947.35,-0.092,-0.072,0.055,-1.849,-0.814,-0.295,-64.41,20.22,137.02,-0.41
1741962947.37,-0.061,-0.121,0.090,-2.092,-0.510,-0.115,-66.59,20.67,138.38,-0.41
1741962947.39,-0.038,-0.085,0.021,-2.112,-0.186,-0.107,-68.89,22.24,140.48,-0.41
1741962947.41,-0.030,-0.047,0.064,-1.958,-0.219,-0.275,-71.12,24.00,142.57,-0.31
1741962947.43,0.000,-0.007,0.088,-1.836,-0.381,-0.368,-73.24,25.37,144.38,-0.31
1741962947.45,0.005,0.025,0.043,-1.759,-0.482,-0.315,-75.26,26.79,146.37,-0.31
1741962947.47,-0.011,-0.013,0.068,-1.740,-0.423,-0.145,-77.14,29.12,149.33,-0.31
1741962947.49,-0.078,-0.053,0.146,-1.697,-0.253,-0.088,-78.90,33.08,153.76,-0.31
1741962947.51,-0.097,-0.087,0.053,-1.525,-0.140,-0.180,-80.48,38.11,159.10,-0.31
1741962947.53,-0.056,-0.120,-0.056,-1.423,-0.160,-0.309,-81.93,43.61,164.81,-0.31
1741962947.55,0.046,-0.113,-0.004,-1.480,-0.272,-0.279,-83.32,50.95,172.47,-0.31
1741962947.57,0.070,-0.056,0.061,-1.335,-0.303,-0.065,-84.39,62.03,-176.04,-0.31
1741962947.59,-0.002,-0.022,0.029,-1.387,0.075,0.198,-84.85,77.51,-160.32,-0.31
1741962947.61,-0.071,-0.034,-0.004,-1.421,0.653,0.165,-84.70,95.88,-142.29,-0.31
1741962947.63,-0.115,-0.022,-0.099,-1.159,0.812,-0.031,-84.26,111.75,-127.25,-0.31
1741962947.65,-0.137,0.009,-0.152,-0.675,0.604,-0.072,-83.86,121.88,-117.88,-0.31
1741962947.67,-0.137,0.038,-0.144,-0.354,0.310,-0.030,-83.58,126.94,-113.32,-0.31
1741962947.69,-0.054,0.069,-0.100,-0.277,0.081,-0.014,-83.40,129.58,-110.87,-0.31
1741962947.71,0.089,0.058,-0.084,-0.258,0.127,0.008,-83.19,131.78,-108.75,-0.31
1741962947.73,0.130,0.026,0.010,0.078,0.239,0.103,-83.06,132.51,-108.25,-0.31
1741962947.75,0.078,0.023,0.116,0.492,0.074,0.292,-83.12,129.36,-111.60,-0.31
1741962947.77,-0.002,-0.011,0.192,0.587,0.199,0.399,-83.17,123.14,-117.99,-0.31
1741962947.79,-0.080,-0.058,0.227,0.402,0.666,0.398,-83.06,117.49,-124.16,-0.31
1741962947.81,-0.140,-0.071,0.218,0.131,1.016,0.240,-82.85,114.95,-127.73,-0.31
1741962947.83,-0.157,0.023,0.171,-0.052,0.842,0.084,-82.71,115.23,-128.57,-0.31
1741962947.85,-0.132,0.072,0.102,-0.242,0.184,0.044,-82.58,116.67,-127.74,-0.31
1741962947.87,-0.093,0.013,-0.016,-0.588,-0.630,-0.123,-82.39,119.75,-124.36,-0.31
1741962947.89,0.002,-0.056,-0.074,-0.570,-1.142,-0.166,-82.17,123.80,-119.22,-0.31
1741962947.91,0.097,-0.038,-0.143,-0.209,-1.168,-0.050,-82.01,125.72,-115.90,-0.31
1741962947.93,0.119,0.043,-0.108,0.218,-0.583,0.074,-82.00,124.51,-116.02,-0.31
1741962947.95,0.049,0.076,0.032,0.463,0.119,0.151,-82.12,121.29,-118.96,-0.31
1741962947.97,-0.059,0.022,0.105,0.465,0.450,0.158,-82.22,117.48,-123.11,-0.31
1741962947.99,-0.140,-0.040,0.121,0.296,0.477,0.023,-82.32,114.76,-126.34,-0.31
1741962948.01,-0.145,-0.022,0.113,0.139,0.268,-0.043,-82.44,113.67,-127.84,-0.31
1741962948.03,-0.111,0.044,0.085,0.115,-0.080,-0.079,-82.55,113.03,-128.54,-0.31
1741962948.05,-0.084,0.050,0.073,0.105,-0.267,-0.119,-82.71,112.21,-129.08,-0.31
1741962948.07,-0.045,-0.022,0.089,0.140,-0.150,-0.125,-82.89,111.44,-129.56,-0.31
1741962948.09,-0.016,-0.071,0.100,0.259,-0.052,-0.093,-83.09,109.95,-130.92,-0.31
1741962948.11,-0.010,-0.027,0.071,0.266,-0.221,-0.016,-83.25,107.49,-133.22,-0.31
1741962948.13,-0.010,0.042,-0.028,0.169,-0.623,0.014,-83.32,105.02,-135.19,-0.31
1741962948.15,-0.013,0.035,-0.038,0.284,-0.795,0.039,-83.35,102.20,-137.13,-0.31
1741962948.17,-0.048,-0.009,0.046,0.572,-0.620,0.075,-83.36,97.13,-141.34,-0.31
1741962948.18,-0.092,-0.030,0.125,0.772,-0.312,0.085,-83.32,89.87,-148.07,-0.31
1741962948.21,-0.125,-0.030,0.131,0.843,-0.134,0.065,-83.16,81.85,-155.86,-0.31
1741962948.23,-0.141,-0.006,0.059,0.883,-0.237,-0.006,-82.92,73.89,-163.64,-0.31
1741962948.25,-0.117,-0.001,-0.003,1.100,-0.327,-0.049,-82.57,65.26,-171.90,-0.31
1741962948.26,-0.116,-0.017,0.034,1.455,0.079,-0.072,-81.90,55.51,178.48,-0.31
1741962948.29,-0.109,-0.025,0.078,1.710,0.603,-0.062,-80.82,46.24,168.75,-0.31
1741962948.30,-0.079,-0.050,0.131,1.799,1.043,-0.016,-79.36,39.22,160.66,-0.31
1741962948.32,-0.032,-0.067,-0.090,1.990,0.817,-0.019,-77.65,33.96,154.18,-0.31
1741962948.34,0.010,-0.019,-0.155,2.168,0.478,-0.019,-75.62,29.34,148.68,-0.30
1741962948.36,0.039,0.009,-0.176,1.929,0.106,-0.088,-73.52,25.47,144.39,-0.30
1741962948.38,0.088,-0.022,0.105,1.551,1.135,-0.131,-71.79,23.05,141.23,-0.30
1741962948.40,0.095,-0.116,0.081,1.466,1.489,0.155,-70.23,22.80,139.18,-0.30
1741962948.42,0.070,-0.164,-0.146,1.644,0.526,0.519,-68.46,23.09,138.28,-0.30
1741962948.44,0.096,-0.142,0.000,1.776,0.312,0.653,-66.36,23.13,137.93,-0.30
1741962948.46,0.025,-0.111,0.041,1.808,0.722,0.572,-64.21,23.43,137.55,-0.30
1741962948.48,-0.003,-0.076,-0.089,1.594,0.734,0.454,-62.16,23.69,136.99,-0.30
1741962948.50,0.140,-0.045,0.256,1.306,1.248,0.550,-60.44,24.54,136.63,-0.30
1741962948.52,0.166,-0.033,0.165,1.531,0.898,0.750,-58.70,25.90,136.63,-0.30
1741962948.54,-0.036,-0.003,-0.203,1.812,-1.125,0.811,-56.59,25.77,136.56,-0.30
1741962948.56,-0.026,0.006,-0.022,1.926,-0.311,0.710,-54.21,24.44,136.34,-0.30
1741962948.58,-0.032,-0.036,0.126,1.316,0.424,0.455,-52.26,24.51,136.04,-0.30
1741962948.60,-0.040,0.038,0.100,1.381,0.105,0.431,-50.71,24.59,135.75,-0.30
1741962948.62,-0.012,0.128,0.124,1.947,-0.020,0.534,-48.77,24.31,135.30,-0.30
1741962948.64,-0.172,0.098,-0.223,2.066,-0.701,0.490,-46.36,23.41,134.68,-0.30
1741962948.66,-0.115,0.012,-0.040,1.725,0.140,0.317,-44.17,22.57,134.05,-0.30
1741962948.68,-0.013,-0.034,0.126,1.424,0.368,0.330,-42.41,22.66,133.54,-0.30
1741962948.70,0.101,0.037,0.240,1.535,-0.217,0.471,-40.70,22.54,133.23,-0.30
1741962948.72,0.102,0.056,0.153,1.947,-0.374,0.628,-38.64,22.05,132.98,-0.30
1741962948.74,-0.064,0.026,-0.089,1.987,-0.332,0.666,-36.20,21.46,132.73,-0.30
1741962948.76,-0.039,-0.059,-0.004,1.541,0.267,0.656,-34.05,21.37,132.66,-0.30
1741962948.78,0.054,-0.137,0.100,1.516,0.240,0.608,-32.20,21.81,132.69,-0.30
1741962948.80,0.133,-0.106,0.183,1.751,-0.233,0.546,-30.23,21.75,132.56,-0.30
1741962948.82,0.019,0.041,0.066,1.894,-0.382,0.500,-28.06,21.23,132.28,-0.30
1741962948.84,-0.155,0.134,-0.085,1.833,-0.262,0.467,-25.86,20.73,131.95,-0.30
1741962948.86,-0.180,0.065,-0.035,1.710,-0.019,0.384,-23.80,20.45,131.63,-0.30
1741962948.88,-0.112,-0.052,-0.043,1.718,-0.035,0.338,-21.83,20.32,131.25,-0.30
1741962948.90,0.073,-0.025,0.112,1.823,0.041,0.398,-19.80,20.21,130.86,-0.30
1741962948.92,0.025,0.061,0.106,1.888,-0.414,0.454,-17.63,19.90,130.53,-0.30
1741962948.94,-0.168,0.009,-0.015,1.776,-0.341,0.416,-15.51,19.35,130.24,-0.30
1741962948.96,-0.169,-0.264,-0.037,1.893,0.012,0.441,-13.32,19.17,129.94,-0.30
1741962948.98,0.077,-0.368,0.185,1.961,-0.030,0.291,-11.14,19.11,129.58,-0.30
1741962949.00,0.174,-0.177,0.156,2.068,0.055,0.134,-8.86,19.01,129.00,-0.30
1741962949.02,0.009,0.014,-0.163,1.826,0.255,0.485,-6.66,19.09,128.62,-0.30
1741962949.04,-0.113,0.036,-0.001,1.769,0.408,0.492,-4.52,19.51,128.48,-0.30
1741962949.06,0.151,-0.064,0.120,1.862,0.072,0.448,-2.40,19.80,128.30,-0.30
1741962949.08,0.076,0.103,0.207,1.945,-0.182,0.511,-0.17,19.73,128.05,-0.30
1741962949.10,0.016,0.135,-0.052,1.867,-0.252,0.538,2.06,19.42,127.89,-0.30
1741962949.12,0.039,0.017,-0.141,1.971,-0.474,0.439,4.34,19.02,127.71,-0.30
1741962949.14,0.027,-0.192,0.001,1.990,-0.456,0.393,6.62,18.49,127.43,-0.30
1741962949.16,-0.096,-0.259,0.127,1.874,-0.127,0.415,8.88,18.18,127.15,-0.30
1741962949.18,-0.033,-0.097,0.024,1.727,0.318,0.485,10.98,18.30,127.00,-0.30
1741962949.20,0.060,0.119,-0.101,1.651,0.595,0.600,13.00,18.87,126.98,-0.30
1741962949.22,0.122,0.294,-0.250,1.726,0.266,0.668,15.06,19.40,127.06,-0.30
1741962949.24,0.227,0.072,-0.246,1.673,-0.091,0.594,17.15,19.49,127.08,-0.30
1741962949.26,0.126,-0.158,-0.151,1.523,-0.106,0.662,19.14,19.31,127.12,-0.30
1741962949.28,-0.120,0.027,-0.194,1.450,0.230,0.683,20.95,19.30,127.34,-0.30
1741962949.30,-0.242,0.126,-0.269,1.401,0.225,0.401,22.71,19.57,127.40,-0.25
1741962949.32,0.018,-0.091,-0.215,1.186,0.099,0.125,24.23,19.92,127.12,-0.25
1741962949.34,0.317,-0.247,-0.373,0.917,-0.328,0.165,25.41,19.90,126.82,-0.25
1741962949.36,0.104,-0.170,-0.244,0.668,-0.433,0.156,26.33,19.46,126.69,-0.25
1741962949.38,-0.066,-0.152,-0.102,0.397,-0.101,0.047,26.95,19.18,126.60,-0.25
1741962949.40,0.006,-0.192,-0.049,0.201,0.244,-0.108,27.24,19.34,126.43,-0.25
1741962949.42,0.210,-0.294,-0.126,-0.134,0.234,-0.163,27.23,19.76,126.25,-0.25
1741962949.44,0.272,-0.327,-0.269,-0.456,0.134,-0.092,26.88,19.97,126.20,-0.25
1741962949.46,0.175,-0.189,-0.225,-0.821,0.365,0.035,26.18,20.11,126.46,-0.25
1741962949.48,0.032,-0.176,-0.239,-1.138,0.570,0.007,25.13,20.42,126.93,-0.25
1741962949.50,0.054,-0.138,-0.132,-1.427,0.783,-0.110,23.76,21.02,127.44,-0.25
1741962949.52,0.171,-0.107,-0.306,-1.587,0.628,-0.191,22.07,21.65,127.95,-0.25
