Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Pitch,Roll,Yaw,Altitude
1741962954.82,-0.054,0.008,0.035,0.402,0.025,-0.018,-78.87,112.47,-131.07,-0.28
1741962954.84,-0.011,-0.009,0.068,0.434,0.013,0.011,-79.06,110.24,-133.35,-0.28
1741962954.86,-0.020,-0.020,0.087,0.410,-0.038,0.054,-79.19,107.84,-135.78,-0.28
1741962954.88,-0.049,-0.030,0.100,0.404,-0.084,0.087,-79.24,105.31,-138.26,-0.28
1741962954.90,-0.078,-0.007,0.100,0.377,-0.108,0.086,-79.25,102.77,-140.74,-0.28
1741962954.92,-0.097,0.017,0.077,0.297,-0.195,0.023,-79.26,100.54,-142.84,-0.28
1741962954.94,-0.081,0.020,0.044,0.257,-0.365,-0.053,-79.33,98.64,-144.45,-0.28
1741962954.96,-0.051,0.002,0.029,0.339,-0.532,-0.077,-79.45,96.43,-146.17,-0.33
1741962954.98,-0.043,-0.023,0.042,0.481,-0.618,-0.067,-79.58,93.28,-148.71,-0.33
1741962955.00,-0.052,-0.033,0.053,0.560,-0.656,-0.080,-79.67,89.27,-152.05,-0.33
1741962955.02,-0.039,-0.039,0.051,0.600,-0.637,-0.116,-79.75,84.86,-155.76,-0.33
1741962955.04,0.008,-0.033,-0.007,0.769,-0.459,-0.108,-79.78,79.95,-160.10,-0.33
1741962955.06,0.039,-0.047,-0.089,1.201,-0.358,-0.007,-79.60,73.49,-166.21,-0.33
1741962955.08,0.027,-0.038,-0.095,1.578,-0.238,0.067,-78.98,65.19,-174.28,-0.33
1741962955.10,-0.011,-0.014,0.025,1.553,0.095,0.044,-78.04,57.38,177.85,-0.33
1741962955.12,-0.035,-0.023,0.105,1.372,0.612,0.061,-77.03,51.79,171.70,-0.33
1741962955.14,-0.054,-0.005,-0.018,1.415,0.627,0.074,-75.96,47.85,166.84,-0.33
1741962955.16,-0.095,0.011,-0.229,1.946,0.143,0.087,-74.57,43.34,161.74,-0.33
1741962955.18,-0.074,-0.016,-0.118,2.069,0.123,0.050,-72.73,38.41,156.48,-0.33
1741962955.20,0.017,-0.037,0.021,1.568,0.726,-0.046,-71.04,35.00,152.41,-0.33
1741962955.22,0.105,-0.046,0.174,1.195,1.205,0.011,-69.78,33.65,149.70,-0.33
1741962955.24,0.158,-0.064,0.154,1.178,0.817,0.255,-68.61,33.23,147.94,-0.33
1741962955.26,0.135,-0.074,-0.089,1.637,0.277,0.555,-67.03,32.71,146.70,-0.33
1741962955.28,0.048,-0.068,-0.117,1.707,-0.151,0.593,-64.98,31.70,145.51,-0.33
1741962955.30,-0.053,-0.022,0.050,1.435,-0.029,0.352,-63.18,30.61,144.44,-0.33
1741962955.32,-0.085,-0.020,0.029,1.403,0.313,0.217,-61.64,29.76,143.26,-0.33
1741962955.34,-0.046,-0.009,0.130,1.594,0.534,0.333,-60.04,29.22,142.08,-0.33
1741962955.36,-0.081,0.031,0.061,1.887,0.590,0.511,-58.02,29.00,140.98,-0.33
1741962955.38,-0.181,-0.008,-0.083,1.469,-0.323,0.601,-56.01,28.56,140.27,-0.33
1741962955.40,-0.046,-0.064,0.012,1.279,0.456,0.583,-54.29,28.26,140.01,-0.33
1741962955.42,0.180,-0.059,0.254,0.897,0.740,0.602,-52.92,29.12,139.95,-0.33
1741962955.44,0.302,0.007,0.116,1.374,0.050,0.804,-51.46,29.71,140.08,-0.33
1741962955.46,0.181,0.071,-0.091,1.840,-0.683,0.799,-49.33,29.18,139.88,-0.33
1741962955.48,-0.030,0.053,-0.021,1.489,-0.615,0.567,-47.27,28.06,139.47,-0.33
1741962955.50,-0.104,-0.068,-0.066,1.323,-0.078,0.521,-45.58,27.45,139.14,-0.33
1741962955.52,-0.148,-0.159,0.076,1.224,0.257,0.627,-44.00,27.52,138.95,-0.33
1741962955.54,-0.087,-0.132,0.050,1.377,0.123,0.771,-42.34,27.76,138.94,-0.33
1741962955.56,-0.027,-0.018,0.118,1.575,0.133,0.687,-40.43,27.89,138.84,-0.33
1741962955.58,0.027,0.012,-0.003,1.518,-0.128,0.674,-38.51,27.74,138.57,-0.33
1741962955.60,0.178,-0.016,-0.019,1.438,-0.130,0.862,-36.60,27.60,138.51,-0.33
1741962955.62,0.212,-0.059,-0.031,1.327,-0.133,0.850,-34.75,27.54,138.68,-0.33
1741962955.64,0.009,-0.137,0.075,1.459,0.036,0.554,-32.96,27.48,138.61,-0.33
1741962955.66,-0.124,-0.114,0.092,1.693,-0.288,0.459,-31.12,27.19,138.17,-0.33
1741962955.68,-0.051,-0.026,-0.076,1.773,-0.560,0.540,-29.05,26.38,137.66,-0.33
1741962955.70,0.075,0.084,-0.067,1.400,-0.235,0.607,-27.13,25.82,137.38,-0.33
1741962955.72,-0.049,0.133,-0.089,1.403,-0.278,0.543,-25.42,25.50,137.26,-0.33
1741962955.74,-0.288,0.140,0.152,1.540,-0.213,0.273,-23.71,25.14,136.88,-0.33
1741962955.76,-0.288,0.055,0.092,1.976,-0.729,0.163,-21.82,24.33,136.15,-0.33
1741962955.78,-0.018,0.028,-0.130,1.945,-0.610,0.187,-19.61,23.18,135.29,-0.33
1741962955.80,0.105,0.031,-0.081,1.429,-0.128,0.308,-17.75,22.70,134.72,-0.33
1741962955.82,-0.081,-0.011,-0.071,1.410,-0.003,0.309,-16.14,22.47,134.41,-0.33
1741962955.84,-0.071,-0.113,0.116,1.611,-0.219,0.157,-14.44,22.32,133.94,-0.33
1741962955.86,-0.035,-0.064,0.084,1.746,-0.393,-0.099,-12.64,21.76,133.16,-0.33
1741962955.88,0.021,-0.094,-0.068,1.846,-0.448,-0.142,-10.78,21.14,132.19,-0.33
1741962955.90,0.102,-0.113,-0.112,1.734,-0.372,-0.145,-8.92,20.47,131.26,-0.33
1741962955.92,0.150,-0.088,0.074,1.635,-0.323,0.052,-7.15,19.99,130.53,-0.33
1741962955.94,0.089,0.094,0.092,1.525,0.045,0.275,-5.37,19.74,130.09,-0.33
1741962955.96,-0.113,0.331,0.129,1.469,0.041,0.352,-3.64,19.88,129.86,-0.33
1741962955.98,0.108,0.072,-0.123,1.471,-0.242,0.453,-1.93,19.72,129.73,-0.33
1741962956.00,0.214,-0.287,-0.061,1.486,-0.598,0.257,-0.18,19.26,129.57,-0.33
1741962956.02,0.027,-0.328,0.085,1.431,-0.386,0.287,1.50,18.61,129.27,-0.33
1741962956.04,-0.155,-0.042,0.125,1.399,0.081,0.398,3.14,18.48,129.15,-0.33
1741962956.06,-0.070,0.257,0.099,1.444,0.107,0.507,4.86,18.64,129.12,-0.33
1741962956.08,0.134,0.078,-0.109,1.433,-0.045,0.498,6.58,18.67,129.14,-0.33
1741962956.10,0.238,-0.242,-0.093,1.356,-0.437,0.444,8.28,18.40,129.14,-0.33
1741962956.12,0.146,-0.209,-0.046,1.218,-0.449,0.546,9.86,17.84,129.20,-0.33
1741962956.14,-0.061,0.076,-0.124,1.184,-0.024,0.640,11.37,17.52,129.45,-0.33
1741962956.16,-0.189,0.150,-0.138,1.165,0.049,0.414,12.82,17.51,129.64,-0.33
1741962956.18,0.080,0.015,-0.123,1.014,-0.067,0.175,14.10,17.56,129.58,-0.33
1741962956.20,0.200,-0.075,-0.289,0.916,-0.454,0.110,15.21,17.28,129.38,-0.33
1741962956.22,-0.050,-0.122,-0.279,0.648,-0.221,0.031,16.11,16.91,129.19,-0.33
1741962956.24,-0.150,-0.135,-0.390,0.390,0.113,-0.172,16.65,16.95,128.93,-0.33
1741962956.26,0.120,-0.128,-0.261,0.090,0.208,-0.292,16.84,17.25,128.57,-0.33
1741962956.28,0.268,-0.141,-0.356,-0.208,0.160,-0.239,16.69,17.54,128.27,-0.33
1741962956.30,0.096,-0.058,-0.418,-0.568,0.285,-0.167,16.20,17.80,128.19,-0.33
1741962956.32,0.032,-0.117,-0.361,-0.900,0.483,-0.238,15.34,18.24,128.25,-0.33
1741962956.34,0.145,-0.149,-0.328,-1.204,0.418,-0.304,14.08,18.77,128.34,-0.33
1741962956.36,0.150,-0.149,-0.206,-1.392,0.340,-0.345,12.56,19.14,128.47,-0.33
1741962956.38,0.102,-0.057,-0.245,-1.550,0.368,-0.328,10.85,19.50,128.67,-0.33
1741962956.40,0.027,-0.045,-0.197,-1.663,0.391,-0.366,8.99,19.89,128.92,-0.33
1741962956.42,0.019,-0.068,-0.103,-1.763,0.421,-0.462,6.98,20.33,129.16,-0.33
1741962956.44,0.082,-0.055,-0.050,-1.894,0.351,-0.398,4.85,20.74,129.41,-0.33
1741962956.46,0.130,0.013,-0.046,-2.003,0.193,-0.155,2.65,21.05,129.92,-0.33
1741962956.48,0.074,-0.016,-0.012,-1.929,0.119,-0.207,0.47,21.18,130.57,-0.33
1741962956.50,-0.048,-0.101,0.008,-1.858,0.064,-0.354,-1.65,21.29,131.03,-0.33
1741962956.52,-0.079,-0.118,0.031,-1.961,0.205,-0.305,-3.82,21.47,131.47,-0.33
1741962956.54,0.029,-0.062,0.026,-1.932,0.144,-0.277,-6.01,21.73,132.00,-0.33
1741962956.56,0.016,-0.016,0.015,-1.733,-0.149,-0.390,-8.09,21.80,132.43,-0.33
1741962956.58,-0.160,-0.010,0.002,-1.653,-0.010,-0.571,-10.09,21.69,132.63,-0.33
1741962956.60,-0.187,-0.071,-0.026,-1.664,0.157,-0.558,-12.08,21.80,132.72,-0.33
1741962956.62,-0.045,-0.114,0.060,-1.708,0.252,-0.517,-14.11,22.09,132.88,-0.33
1741962956.64,0.066,-0.100,0.067,-1.605,0.103,-0.533,-16.10,22.35,133.06,-0.33
1741962956.66,0.014,0.007,0.003,-1.473,0.054,-0.700,-17.97,22.39,133.08,-0.33
1741962956.68,-0.100,0.046,-0.000,-1.469,0.242,-0.762,-19.85,22.52,132.91,-0.33
1741962956.70,-0.077,-0.026,0.016,-1.554,0.326,-0.580,-21.74,22.83,132.86,-0.33
1741962956.72,0.065,-0.094,0.051,-1.580,0.333,-0.519,-23.63,23.29,133.01,-0.33
1741962956.74,0.139,-0.116,0.025,-1.579,0.196,-0.598,-25.54,23.64,133.17,-0.33
1741962956.76,0.136,-0.115,0.012,-1.571,0.196,-0.668,-27.48,23.89,133.23,-0.33
1741962956.78,0.075,-0.113,-0.008,-1.609,0.183,-0.627,-29.43,24.14,133.29,-0.33
1741962956.80,0.026,-0.135,0.007,-1.718,0.200,-0.554,-31.45,24.45,133.49,-0.33
1741962956.82,0.006,-0.153,-0.043,-1.710,0.197,-0.512,-33.49,24.84,133.81,-0.33
1741962956.84,0.008,-0.137,0.035,-1.734,0.219,-0.563,-35.52,25.28,134.15,-0.33
1741962956.86,0.001,-0.087,0.034,-1.758,0.016,-0.630,-37.62,25.61,134.44,-0.45
1741962956.88,0.018,-0.049,0.024,-1.729,-0.015,-0.612,-39.73,25.76,134.72,-0.45
1741962956.90,0.018,-0.015,-0.008,-1.767,-0.028,-0.532,-41.80,25.97,135.08,-0.45
1741962956.92,0.004,0.008,-0.009,-1.795,-0.010,-0.444,-43.88,26.32,135.63,-0.45
1741962956.94,0.012,-0.025,-0.006,-1.736,-0.153,-0.389,-45.90,26.73,136.32,-0.45
1741962956.96,0.047,-0.058,0.066,-1.665,-0.322,-0.451,-47.85,26.93,136.97,-0.45
1741962956.98,0.076,-0.081,0.053,-1.682,-0.413,-0.452,-49.77,26.95,137.57,-0.45
1741962957.00,0.090,-0.088,0.058,-1.835,-0.528,-0.330,-51.77,27.03,138.36,-0.45
1741962957.02,0.067,-0.081,0.056,-1.989,-0.588,-0.122,-53.84,27.40,139.65,-0.45
1741962957.04,0.013,-0.045,0.018,-1.935,-0.509,0.031,-55.86,28.22,141.42,-0.45
1741962957.06,-0.048,0.010,-0.012,-1.836,-0.479,-0.009,-57.72,29.29,143.35,-0.45
1741962957.08,-0.081,-0.003,0.016,-1.830,-0.604,-0.181,-59.59,30.24,145.18,-0.45
1741962957.10,-0.084,-0.051,0.065,-1.855,-0.685,-0.337,-61.55,30.90,146.80,-0.45
1741962957.12,-0.042,-0.056,0.103,-1.971,-0.573,-0.329,-63.62,31.71,148.53,-0.45
1741962957.14,-0.022,0.011,0.052,-2.010,-0.420,-0.286,-65.74,33.11,150.71,-0.45
1741962957.16,-0.039,0.061,0.046,-1.828,-0.235,-0.284,-67.75,35.01,153.18,-0.45
1741962957.18,-0.082,0.029,0.002,-1.538,-0.284,-0.347,-69.51,36.89,155.48,-0.45
1741962957.20,-0.070,-0.050,-0.098,-1.463,-0.518,-0.354,-71.09,38.38,157.56,-0.45
1741962957.22,-0.007,-0.092,0.030,-1.604,-0.352,-0.225,-72.66,40.43,160.29,-0.45
1741962957.24,0.023,-0.124,0.118,-1.617,0.007,-0.047,-74.14,44.07,164.28,-0.45
1741962957.26,-0.025,-0.120,0.033,-1.361,0.193,0.019,-75.34,48.76,169.00,-0.45
1741962957.28,-0.114,-0.074,-0.125,-1.090,0.268,-0.034,-76.21,53.25,173.37,-0.45
1741962957.30,-0.147,-0.015,-0.049,-1.076,0.436,-0.116,-76.96,57.64,177.47,-0.45
1741962957.32,-0.120,0.025,0.011,-1.187,0.588,-0.251,-77.79,62.80,-177.85,-0.45
1741962957.34,-0.010,0.011,0.081,-1.123,0.662,-0.322,-78.65,68.68,-172.57,-0.45
1741962957.36,0.068,-0.006,0.089,-0.934,0.663,-0.143,-79.29,74.75,-167.17,-0.45
1741962957.38,0.020,-0.061,-0.006,-0.714,0.392,0.030,-79.54,80.22,-162.24,-0.45
1741962957.40,-0.064,-0.053,-0.063,-0.679,0.117,0.014,-79.60,84.71,-157.95,-0.45
1741962957.42,-0.070,-0.003,-0.015,-0.708,0.002,-0.052,-79.67,89.09,-153.55,-0.45
1741962957.44,-0.012,0.025,0.072,-0.702,0.234,-0.057,-79.72,93.63,-149.03,-0.45
1741962957.46,0.043,0.025,0.120,-0.712,0.693,0.022,-79.67,98.57,-144.55,-0.45
1741962957.48,0.068,-0.024,0.066,-0.629,0.864,0.147,-79.42,103.58,-140.42,-0.45
1741962957.50,0.017,-0.042,-0.037,-0.430,0.468,0.244,-79.04,107.12,-137.64,-0.45
1741962957.52,-0.069,0.005,-0.107,-0.321,-0.151,0.261,-78.63,108.84,-136.06,-0.45
1741962957.54,-0.126,0.035,-0.071,-0.270,-0.352,0.227,-78.25,109.64,-134.89,-0.45
1741962957.56,-0.130,0.054,0.037,-0.076,-0.067,0.139,-77.97,109.99,-134.27,-0.45
1741962957.57,-0.097,0.081,0.098,0.177,0.282,0.045,-77.90,109.67,-134.72,-0.45
1741962957.60,-0.055,0.042,0.130,0.232,0.414,0.008,-77.96,108.91,-135.90,-0.45
1741962957.61,-0.030,-0.029,0.115,0.029,0.366,0.030,-78.00,108.60,-136.67,-0.45
1741962957.63,0.017,-0.064,0.039,-0.234,0.177,0.021,-77.93,109.45,-136.12,-0.45
1741962957.65,0.073,-0.045,-0.030,-0.258,-0.213,0.084,-77.78,110.67,-134.85,-0.45
1741962957.67,0.079,0.026,-0.071,-0.169,-0.441,0.136,-77.56,111.09,-133.99,-0.45
1741962957.69,0.025,0.027,-0.081,-0.070,-0.341,0.066,-77.40,111.02,-133.56,-0.45
1741962957.71,0.009,-0.008,-0.019,0.136,-0.188,0.055,-77.35,110.49,-133.77,-0.45
1741962957.73,-0.003,0.019,0.047,0.192,-0.006,0.084,-77.35,109.36,-134.80,-0.45
1741962957.75,-0.056,0.013,0.051,0.031,0.120,0.073,-77.30,108.73,-135.51,-0.45
1741962957.77,-0.081,-0.006,0.015,-0.040,0.038,-0.045,-77.28,108.92,-135.41,-0.45
1741962957.79,-0.008,-0.023,0.008,0.041,-0.037,-0.068,-77.35,109.01,-135.29,-0.45
1741962957.81,0.043,-0.004,-0.021,0.054,-0.047,-0.017,-77.42,108.77,-135.46,-0.45
1741962957.83,0.039,0.028,-0.034,-0.010,0.031,0.026,-77.42,108.70,-135.52,-0.45
1741962957.85,-0.001,0.014,-0.038,0.033,0.029,-0.025,-77.42,108.76,-135.47,-0.45
1741962957.87,0.007,-0.040,-0.006,0.078,0.044,-0.040,-77.50,108.57,-135.69,-0.45
1741962957.89,0.023,-0.009,-0.013,0.025,0.018,-0.014,-77.54,108.39,-135.89,-0.45
1741962957.91,0.004,0.024,-0.030,-0.023,-0.092,0.012,-77.53,108.33,-135.89,-0.45
1741962957.93,-0.024,0.008,-0.039,0.027,-0.142,-0.016,-77.53,108.15,-135.91,-0.45
1741962957.95,0.009,-0.012,-0.005,0.095,-0.056,-0.007,-77.56,107.69,-136.24,-0.45
1741962957.97,0.023,-0.009,0.026,0.066,0.109,0.035,-77.56,107.24,-136.71,-0.45
1741962957.99,-0.024,-0.003,0.028,0.007,0.121,0.047,-77.52,107.09,-136.99,-0.45
1741962958.01,-0.053,0.014,-0.004,-0.045,0.008,0.013,-77.50,107.14,-137.00,-0.45
1741962958.03,-0.042,0.019,-0.053,-0.023,-0.089,-0.046,-77.51,107.33,-136.72,-0.45
1741962958.05,-0.002,-0.008,-0.023,0.071,-0.018,-0.049,-77.56,107.21,-136.74,-0.45
1741962958.07,0.026,-0.006,-0.011,0.068,0.060,-0.022,-77.63,106.97,-137.00,-0.45
1741962958.09,0.025,0.001,-0.010,0.022,0.051,-0.009,-77.68,106.87,-137.15,-0.45
1741962958.11,0.006,-0.012,0.007,-0.019,0.037,0.005,-77.70,106.87,-137.18,-0.45
1741962958.13,0.004,-0.015,-0.008,-0.053,-0.013,-0.009,-77.69,107.05,-136.99,-0.45
1741962958.15,0.018,0.005,-0.036,-0.039,-0.100,-0.010,-77.67,107.22,-136.72,-0.45
1741962958.17,0.005,0.013,-0.026,0.026,-0.092,0.002,-77.66,107.10,-136.69,-0.45
1741962958.19,-0.019,0.004,-0.006,0.035,-0.003,0.005,-77.67,106.85,-136.87,-0.45
1741962958.21,-0.006,0.004,-0.016,0.006,0.019,-0.012,-77.67,106.76,-136.96,-0.45
1741962958.23,0.017,-0.010,-0.013,0.014,0.019,-0.013,-77.69,106.70,-137.03,-0.45
1741962958.25,0.015,-0.030,-0.004,0.044,-0.044,-0.012,-77.71,106.47,-137.22,-0.45
1741962958.27,0.017,-0.007,0.001,0.009,-0.099,0.018,-77.73,106.20,-137.38,-0.45
1741962958.29,-0.002,0.015,-0.016,-0.027,-0.127,0.014,-77.71,106.11,-137.31,-0.45
1741962958.31,-0.020,0.002,-0.007,0.028,-0.156,-0.008,-77.70,105.93,-137.32,-0.45
1741962958.33,-0.020,-0.007,0.004,0.067,-0.148,0.011,-77.71,105.46,-137.59,-0.45
1741962958.35,-0.025,0.009,0.022,0.084,-0.085,0.014,-77.70,104.92,-138.00,-0.45
1741962958.37,-0.044,0.012,0.029,0.119,-0.065,-0.004,-77.72,104.30,-138.54,-0.45
1741962958.39,-0.047,0.006,0.034,0.162,-0.111,-0.013,-77.78,103.50,-139.23,-0.45
1741962958.41,-0.039,0.006,0.050,0.192,-0.116,0.016,-77.84,102.48,-140.11,-0.45
1741962958.43,-0.044,0.008,0.054,0.218,-0.105,0.042,-77.87,101.33,-141.14,-0.45
1741962958.45,-0.052,0.013,0.059,0.265,-0.102,0.078,-77.87,100.03,-142.33,-0.45
1741962958.47,-0.069,0.019,0.076,0.326,-0.083,0.085,-77.85,98.44,-143.83,-0.45
1741962958.49,-0.084,0.017,0.084,0.364,-0.076,0.086,-77.83,96.63,-145.58,-0.45
1741962958.51,-0.104,-0.005,0.097,0.390,-0.051,0.073,-77.80,94.70,-147.48,-0.45
1741962958.53,-0.121,-0.014,0.101,0.386,-0.051,0.053,-77.75,92.55,-149.61,-0.45
1741962958.55,-0.127,0.009,0.088,0.347,-0.112,0.013,-77.72,90.54,-151.57,-0.45
1741962958.57,-0.113,0.027,0.060,0.310,-0.248,-0.031,-77.73,88.62,-153.31,-0.45
1741962958.59,-0.098,0.043,-0.009,0.295,-0.527,-0.063,-77.77,86.62,-154.90,-0.45
1741962958.61,-0.077,0.023,0.001,0.422,-0.602,-0.107,-77.83,84.06,-156.80,-0.45
1741962958.63,-0.053,-0.029,0.059,0.645,-0.339,-0.159,-77.90,80.63,-159.74,-0.45
1741962958.65,-0.023,-0.062,0.046,0.864,-0.117,-0.169,-77.92,76.26,-163.97,-0.45
1741962958.67,0.021,-0.057,-0.074,1.084,-0.116,-0.141,-77.78,70.95,-169.26,-0.45
1741962958.69,0.048,-0.006,-0.167,1.471,0.096,-0.081,-77.34,64.60,-175.74,-0.45
1741962958.71,-0.001,-0.009,0.005,1.604,0.448,-0.013,-76.53,58.01,177.20,-0.45
1741962958.73,-0.026,-0.094,0.156,1.529,1.037,0.075,-75.48,53.02,171.17,-0.45
1741962958.75,-0.021,-0.035,0.109,1.481,1.110,0.148,-74.31,49.68,166.34,-0.45
1741962958.77,-0.007,0.026,-0.091,1.610,0.410,0.153,-73.02,46.55,162.12,-0.45
1741962958.79,-0.061,0.091,-0.222,1.750,-0.189,0.097,-71.53,42.64,157.97,-0.45
1741962958.81,-0.091,0.057,-0.036,1.621,0.508,0.023,-70.01,39.22,154.22,-0.45
1741962958.83,0.009,-0.077,0.078,1.336,1.065,0.008,-68.69,37.47,151.28,-0.45
1741962958.85,0.185,-0.156,-0.015,1.275,0.481,0.104,-67.48,36.32,148.99,-0.45
1741962958.87,0.306,-0.129,0.140,1.365,0.406,0.307,-66.13,35.09,147.19,-0.45
1741962958.89,0.285,-0.097,0.049,1.457,0.242,0.623,-64.50,34.57,146.03,-0.45
1741962958.91,0.025,-0.044,-0.259,1.432,-0.573,0.584,-62.71,33.56,145.21,-0.45
1741962958.93,-0.048,-0.027,0.102,1.265,0.330,0.368,-61.14,32.69,144.39,-0.45
1741962958.95,-0.012,-0.057,0.063,1.589,0.397,0.354,-59.59,32.27,143.30,-0.45
1741962958.97,-0.027,-0.022,-0.004,1.702,-0.353,0.451,-57.67,31.31,142.04,-0.45
1741962958.99,-0.142,0.019,-0.106,1.254,-0.781,0.407,-55.98,29.84,141.25,-0.45
1741962959.01,-0.071,-0.012,0.049,1.096,0.677,0.384,-54.58,29.35,140.72,-0.45
1741962959.03,-0.019,-0.044,0.040,0.872,0.448,0.504,-53.39,30.04,140.50,-0.45
1741962959.05,0.070,0.015,0.106,1.368,-0.195,0.613,-52.00,30.03,140.42,-0.45
1741962959.07,0.028,0.086,0.031,1.720,-0.380,0.393,-50.11,29.29,139.77,-0.45
1741962959.09,-0.033,0.037,-0.134,1.397,-0.639,0.272,-48.36,27.96,138.89,-0.45
1741962959.11,0.042,-0.015,-0.018,1.279,-0.295,0.340,-46.87,27.03,138.31,-0.45
1741962959.13,-0.029,-0.017,0.080,1.382,-0.218,0.265,-45.37,26.38,137.75,-0.45
1741962959.15,-0.042,-0.038,0.146,1.555,-0.146,0.304,-43.72,25.69,137.06,-0.45
1741962959.17,-0.019,-0.065,0.092,1.701,0.196,0.387,-41.87,25.35,136.41,-0.45
1741962959.19,0.007,-0.018,-0.136,1.390,0.018,0.460,-40.00,25.19,135.93,-0.45
1741962959.21,0.081,0.045,0.100,1.065,0.318,0.465,-38.56,25.25,135.75,-0.45
1741962959.23,-0.041,0.005,-0.019,1.254,0.016,0.590,-37.13,25.51,135.72,-0.45
1741962959.25,-0.075,0.003,0.101,1.514,-0.255,0.417,-35.43,25.23,135.51,-0.45
1741962959.27,0.037,-0.014,0.205,1.696,-0.315,0.255,-33.62,24.64,134.94,-0.45
1741962959.29,0.134,-0.053,-0.043,1.743,-0.458,0.256,-31.66,23.78,134.22,-0.45
1741962959.31,0.144,-0.035,-0.011,1.337,-0.134,0.342,-29.91,23.17,133.72,-0.45
1741962959.33,0.002,0.004,0.075,1.380,-0.047,0.410,-28.36,23.02,133.47,-0.45
1741962959.35,-0.080,0.047,0.146,1.560,-0.276,0.459,-26.61,22.72,133.19,-0.45
1741962959.37,0.015,0.018,0.146,1.694,-0.365,0.626,-24.66,22.30,133.00,-0.45
1741962959.39,0.039,-0.006,-0.070,1.589,-0.249,0.594,-22.61,21.87,132.91,-0.45
1741962959.41,-0.042,-0.079,-0.063,1.329,0.060,0.479,-20.86,21.77,132.81,-0.45
1741962959.43,-0.097,-0.123,0.042,1.457,-0.179,0.430,-19.22,21.72,132.68,-0.45
1741962959.45,-0.086,0.044,0.152,1.664,-0.550,0.354,-17.39,21.20,132.37,-0.45
1741962959.47,-0.187,0.081,-0.025,1.717,-0.541,0.475,-15.40,20.45,132.07,-0.45
1741962959.49,-0.155,-0.086,-0.304,1.582,-0.356,0.376,-13.45,19.90,131.85,-0.45
1741962959.51,-0.077,-0.193,-0.017,1.582,-0.217,0.123,-11.68,19.50,131.46,-0.45
1741962959.53,-0.184,-0.166,0.159,1.616,-0.043,0.128,-9.89,19.26,130.92,-0.45
1741962959.55,-0.192,0.107,0.054,1.643,0.234,0.216,-8.09,19.31,130.47,-0.45
1741962959.57,0.101,0.011,-0.022,1.587,0.139,0.264,-6.26,19.49,130.11,-0.45
1741962959.59,0.360,-0.235,-0.101,1.563,-0.377,0.279,-4.45,19.34,129.82,-0.45
1741962959.61,0.232,-0.192,-0.013,1.493,-0.165,0.356,-2.69,18.97,129.54,-0.45
1741962959.63,-0.109,0.168,0.182,1.380,0.181,0.616,-0.96,18.96,129.55,-0.45
1741962959.65,-0.203,0.248,0.051,1.395,0.394,0.623,0.76,19.34,129.73,-0.45
1741962959.67,0.015,-0.050,-0.187,1.415,0.060,0.432,2.50,19.61,129.78,-0.45
1741962959.69,0.279,-0.241,-0.146,1.406,-0.197,0.314,4.15,19.56,129.62,-0.45
1741962959.71,0.030,-0.089,-0.124,1.304,-0.167,0.400,5.72,19.27,129.49,-0.45
1741962959.73,-0.200,0.092,-0.114,1.222,0.132,0.354,7.25,19.27,129.42,-0.45
1741962959.75,-0.027,0.121,-0.047,1.071,0.339,0.308,8.60,19.58,129.33,-0.45
1741962959.77,0.232,0.097,-0.199,0.968,0.100,0.322,9.81,19.87,129.27,-0.45
1741962959.79,0.297,-0.098,-0.097,0.908,-0.073,0.356,10.96,19.84,129.28,-0.45
1741962959.81,0.058,-0.052,-0.153,0.773,0.182,0.353,11.99,19.84,129.33,-0.45
1741962959.83,-0.181,0.103,-0.213,0.597,0.508,0.287,12.87,20.26,129.42,-0.45
1741962959.85,0.045,0.029,-0.255,0.465,0.454,0.106,13.51,20.82,129.43,-0.45
1741962959.87,0.220,-0.165,-0.302,0.241,0.145,-0.085,13.90,21.20,129.29,-0.45
1741962959.89,0.143,-0.151,-0.370,0.009,0.080,-0.211,13.97,21.37,129.06,-0.45
1741962959.91,-0.010,0.001,-0.359,-0.255,0.164,-0.241,13.74,21.53,128.86,-0.45
1741962959.93,0.049,-0.088,-0.248,-0.539,0.408,-0.326,13.21,21.88,128.73,-0.45
1741962959.95,0.206,-0.127,-0.272,-0.745,0.422,-0.341,12.39,22.41,128.65,-0.45
1741962959.97,0.254,-0.090,-0.294,-1.000,0.294,-0.345,11.31,22.80,128.68,-0.45
1741962959.99,0.177,-0.049,-0.258,-1.229,0.211,-0.405,9.96,23.06,128.78,-0.45
1741962960.01,0.088,-0.039,-0.189,-1.394,0.216,-0.412,8.40,23.27,128.94,-0.45
1741962960.03,0.053,-0.021,-0.170,-1.517,0.232,-0.469,6.67,23.50,129.16,-0.45
1741962960.05,0.062,-0.062,-0.125,-1.557,0.084,-0.502,4.83,23.67,129.35,-0.45
1741962960.07,0.089,-0.021,-0.081,-1.637,0.013,-0.496,2.94,23.69,129.55,-0.45
1741962960.09,0.016,-0.002,-0.064,-1.772,0.069,-0.469,0.93,23.73,129.83,-0.45
1741962960.11,-0.036,-0.057,-0.089,-1.774,0.072,-0.494,-1.15,23.81,130.15,-0.45
1741962960.13,0.031,-0.076,-0.012,-1.796,0.023,-0.470,-3.24,23.88,130.46,-0.45
