Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Pitch,Roll,Yaw
1743395421.87,-0.088,-0.000,-0.097,1.333,0.073,0.473,34.803,36.572,-32.321,-42.389,28.076,16.203
1743395421.89,0.026,0.035,0.045,1.136,0.257,0.285,35.161,35.692,-33.290,-40.965,28.076,15.808
1743395421.91,0.110,0.058,0.106,1.153,-0.032,0.375,35.475,34.651,-34.162,-39.655,27.938,15.418
1743395421.93,0.091,0.041,0.082,1.140,-0.300,0.648,35.721,33.419,-34.792,-38.226,27.699,15.289
1743395421.95,0.010,0.014,-0.156,1.204,-0.301,0.702,35.913,31.974,-35.876,-36.671,27.357,15.426
1743395421.97,-0.078,-0.021,0.045,1.111,0.041,0.553,36.153,30.794,-36.639,-35.164,27.246,15.428
1743395421.99,-0.093,-0.090,-0.029,1.087,-0.094,0.669,36.262,29.545,-37.204,-33.746,27.239,15.482
1743395422.01,-0.042,-0.082,0.044,1.086,-0.058,0.639,36.623,28.365,-38.100,-32.292,27.258,15.626
1743395422.03,-0.022,-0.032,0.004,1.234,-0.388,0.488,36.794,26.943,-38.661,-30.832,26.976,15.590
1743395422.05,0.053,-0.086,-0.087,1.285,-0.553,0.508,36.622,25.599,-39.709,-29.274,26.314,15.403
1743395422.07,0.081,-0.071,-0.045,1.015,-0.413,0.509,36.457,24.006,-40.882,-27.825,25.704,15.344
1743395422.09,-0.037,0.021,0.070,0.902,-0.305,0.568,36.340,22.807,-41.443,-26.609,25.365,15.434
1743395422.11,-0.145,-0.058,-0.046,1.037,-0.225,0.715,36.324,21.416,-42.264,-25.277,25.145,15.649
1743395422.13,-0.021,-0.154,0.031,1.074,-0.319,0.690,36.182,20.175,-42.906,-23.847,24.949,15.892
1743395422.15,0.080,-0.220,0.031,1.111,-0.349,0.642,36.203,18.551,-43.495,-22.393,24.648,16.089
1743395422.17,-0.013,-0.146,0.002,1.183,-0.146,0.437,36.234,17.258,-44.058,-20.950,24.330,16.103
1743395422.19,-0.234,-0.010,0.060,1.245,-0.128,0.474,36.055,15.692,-44.551,-19.494,24.143,15.969
1743395422.21,-0.133,0.007,0.008,1.357,-0.132,0.556,36.079,14.306,-45.066,-17.881,23.992,15.933
1743395422.23,0.068,-0.096,0.037,1.385,-0.197,0.435,36.284,12.795,-45.543,-16.224,23.768,15.794
1743395422.25,0.047,-0.101,0.004,1.419,-0.302,0.354,36.303,11.351,-46.063,-14.573,23.411,15.558
1743395422.27,-0.104,-0.022,0.058,1.412,-0.196,0.386,35.880,9.536,-46.427,-12.921,23.048,15.294
1743395422.29,-0.145,0.114,-0.062,1.412,0.039,0.402,35.763,8.081,-46.922,-11.268,22.909,15.079
1743395422.31,0.011,0.011,-0.091,1.418,0.014,0.352,35.901,6.427,-47.168,-9.606,22.923,14.847
1743395422.33,0.151,-0.069,-0.012,1.334,-0.245,0.287,35.589,4.716,-47.216,-8.009,22.767,14.565
1743395422.35,0.098,-0.078,0.031,1.253,-0.296,0.340,35.494,3.382,-47.561,-6.511,22.410,14.327
1743395422.37,0.056,0.025,-0.030,1.188,-0.099,0.412,35.147,1.900,-47.899,-5.065,22.141,14.196
1743395422.39,-0.005,0.131,-0.070,1.140,0.144,0.443,35.023,0.483,-48.016,-3.648,22.182,14.154
1743395422.41,0.003,0.092,-0.030,1.062,0.136,0.445,35.108,-0.938,-47.728,-2.289,22.364,14.151
1743395422.43,0.097,0.035,-0.086,1.049,-0.051,0.418,35.162,-2.286,-47.704,-0.985,22.424,14.149
1743395422.45,0.102,0.038,-0.194,0.954,-0.361,0.324,34.739,-3.529,-47.699,0.235,22.187,14.110
1743395422.47,0.054,0.122,-0.160,0.910,-0.568,0.268,34.611,-4.737,-47.842,1.357,21.662,14.021
1743395422.49,-0.127,0.103,-0.138,0.911,-0.404,0.158,33.889,-5.600,-48.081,2.401,21.064,13.884
1743395422.51,-0.188,0.003,-0.136,0.891,-0.176,-0.037,33.505,-6.518,-48.246,3.390,20.756,13.575
1743395422.53,-0.003,-0.062,-0.198,0.797,-0.160,-0.200,33.476,-7.515,-48.292,4.257,20.609,13.104
1743395422.55,0.180,-0.034,-0.262,0.649,-0.342,-0.264,33.310,-8.075,-48.275,4.948,20.389,12.549
1743395422.57,0.132,-0.011,-0.168,0.512,-0.307,-0.256,32.874,-8.583,-48.468,5.462,20.047,12.037
1743395422.59,0.108,-0.015,-0.138,0.289,-0.003,-0.148,32.678,-8.664,-48.441,5.823,19.875,11.656
1743395422.61,0.197,-0.119,-0.218,0.016,0.259,-0.058,32.642,-8.787,-48.318,5.943,20.060,11.488
1743395422.63,0.260,-0.141,-0.194,-0.238,0.315,0.010,32.960,-8.732,-48.321,5.806,20.387,11.506
1743395422.65,0.184,-0.079,-0.182,-0.488,0.327,0.068,33.068,-8.617,-48.082,5.426,20.723,11.700
1743395422.67,0.084,-0.001,-0.248,-0.696,0.413,0.039,33.463,-8.282,-47.943,4.815,21.124,12.011
1743395422.69,0.004,-0.008,-0.256,-0.874,0.479,-0.065,34.042,-7.623,-47.777,3.980,21.628,12.334
1743395422.71,0.038,-0.006,-0.274,-1.039,0.374,-0.158,34.361,-6.867,-47.270,2.914,22.105,12.624
1743395422.73,0.053,0.017,-0.221,-1.145,0.213,-0.267,35.035,-5.939,-47.239,1.668,22.431,12.877
1743395422.75,-0.038,0.006,-0.235,-1.220,0.138,-0.430,35.280,-4.574,-47.076,0.264,22.607,13.028
1743395422.77,-0.081,0.028,-0.203,-1.263,0.153,-0.580,35.452,-3.129,-47.051,-1.266,22.782,13.039
1743395422.79,-0.015,0.029,-0.118,-1.355,0.138,-0.612,35.760,-1.328,-46.947,-2.920,22.937,12.981
1743395422.81,0.077,-0.008,-0.098,-1.426,0.051,-0.622,35.860,0.294,-46.809,-4.653,23.042,12.959
1743395422.83,0.053,-0.031,-0.030,-1.475,0.062,-0.676,36.267,2.088,-46.992,-6.471,23.092,12.926
1743395422.85,-0.016,-0.106,-0.094,-1.485,0.043,-0.702,36.233,3.978,-46.700,-8.329,23.152,12.865
1743395422.86,-0.043,-0.071,-0.030,-1.552,0.171,-0.751,36.181,5.721,-46.643,-10.248,23.259,12.773
1743395422.88,0.021,-0.051,-0.028,-1.599,0.113,-0.726,36.269,7.656,-46.361,-12.239,23.406,12.712
1743395422.90,0.019,-0.046,0.037,-1.556,0.136,-0.750,36.215,9.641,-46.063,-14.233,23.531,12.661
1743395422.92,-0.008,-0.070,-0.020,-1.571,0.147,-0.756,36.471,12.013,-45.415,-16.209,23.655,12.581
1743395422.95,-0.000,-0.084,-0.009,-1.575,0.174,-0.727,36.469,13.871,-44.770,-18.198,23.849,12.521
1743395422.96,-0.016,-0.058,0.037,-1.577,0.195,-0.747,36.231,15.728,-44.273,-20.181,24.031,12.490
1743395422.98,-0.118,-0.069,-0.004,-1.473,0.138,-0.817,36.117,17.814,-43.557,-22.141,24.187,12.384
1743395423.00,-0.122,-0.059,-0.031,-1.499,0.251,-0.861,35.979,19.696,-43.055,-24.065,24.319,12.173
1743395423.02,0.005,-0.064,-0.004,-1.586,0.220,-0.802,35.818,21.636,-41.911,-26.070,24.542,12.023
1743395423.04,0.031,-0.094,-0.020,-1.542,0.118,-0.768,35.806,23.446,-41.216,-28.073,24.689,11.958
1743395423.06,0.017,-0.132,0.058,-1.558,0.269,-0.805,35.611,25.256,-40.351,-30.040,24.862,11.868
1743395423.08,0.014,-0.156,0.055,-1.675,0.251,-0.807,35.572,27.105,-39.188,-32.104,25.153,11.794
1743395423.10,0.050,-0.139,0.042,-1.736,0.323,-0.683,35.357,29.066,-38.097,-34.236,25.457,11.867
1743395423.12,0.043,-0.116,0.025,-1.735,0.606,-0.580,35.184,30.918,-36.703,-36.337,26.171,12.137
1743395423.14,0.018,-0.093,0.044,-1.762,0.689,-0.581,35.331,32.715,-35.410,-38.416,27.149,12.531
1743395423.16,0.025,-0.106,0.048,-1.719,0.613,-0.612,35.593,34.422,-33.785,-40.493,28.203,12.946
1743395423.18,0.046,-0.122,-0.015,-1.606,0.381,-0.616,35.519,36.044,-32.196,-42.508,28.994,13.334
1743395423.20,0.063,-0.142,0.016,-1.566,0.468,-0.601,35.405,37.414,-30.529,-44.409,29.734,13.714
1743395423.22,0.075,-0.160,-0.043,-1.583,0.462,-0.576,35.130,38.895,-29.113,-46.314,30.612,14.180
1743395423.24,0.074,-0.154,-0.050,-1.463,0.462,-0.519,35.023,40.373,-27.585,-48.124,31.515,14.717
1743395423.26,0.026,-0.125,0.052,-1.478,0.501,-0.472,35.077,41.634,-25.862,-49.835,32.543,15.328
1743395423.28,0.022,-0.111,0.036,-1.568,0.480,-0.412,34.999,42.550,-24.303,-51.569,33.752,16.161
1743395423.30,0.061,-0.077,-0.032,-1.558,0.298,-0.337,34.899,43.569,-22.738,-53.292,35.076,17.248
1743395423.32,0.079,-0.030,-0.023,-1.429,0.067,-0.263,34.644,44.593,-21.208,-54.874,36.267,18.472
1743395423.34,0.057,-0.004,0.017,-1.318,0.014,-0.261,34.682,45.439,-19.677,-56.303,37.326,19.715
1743395423.36,0.055,-0.012,-0.024,-1.331,-0.041,-0.332,34.525,46.459,-18.557,-57.689,38.322,20.916
1743395423.38,0.051,-0.050,-0.040,-1.431,-0.165,-0.392,34.281,47.327,-17.404,-59.183,39.290,22.184
1743395423.40,0.045,-0.077,-0.059,-1.465,-0.413,-0.381,33.828,48.004,-16.016,-60.748,40.211,23.622
1743395423.42,0.021,-0.068,0.016,-1.456,-0.691,-0.346,33.535,48.671,-15.252,-62.280,40.980,25.229
1743395423.44,0.029,-0.061,0.080,-1.608,-0.686,-0.357,32.880,49.301,-14.110,-63.844,41.845,27.102
1743395423.46,0.028,-0.023,0.005,-1.704,-0.668,-0.438,32.526,49.959,-13.050,-65.557,43.120,29.357
1743395423.48,0.007,-0.013,-0.027,-1.564,-0.744,-0.597,32.009,50.951,-11.895,-67.328,44.321,31.546
1743395423.50,-0.033,-0.027,-0.018,-1.341,-0.712,-0.728,31.216,51.735,-10.922,-69.042,45.016,33.211
1743395423.52,-0.066,-0.039,-0.010,-1.347,-0.571,-0.640,30.508,52.464,-10.048,-70.676,45.658,34.674
1743395423.54,-0.079,-0.038,-0.017,-1.452,-0.322,-0.396,29.729,53.240,-9.094,-72.213,47.404,37.066
1743395423.56,-0.085,-0.059,0.028,-1.351,-0.087,-0.233,29.291,53.798,-7.837,-73.539,50.381,40.427
1743395423.58,-0.085,-0.058,0.073,-1.256,0.114,-0.226,29.348,54.092,-6.406,-74.641,53.971,44.129
1743395423.60,-0.065,-0.039,0.013,-1.287,0.263,-0.321,28.953,54.706,-5.096,-75.705,58.052,48.129
1743395423.62,-0.026,-0.027,-0.018,-1.248,0.355,-0.340,28.727,54.940,-3.813,-76.765,62.855,52.698
1743395423.64,-0.005,-0.044,0.005,-0.979,0.296,-0.289,28.425,55.065,-2.227,-77.637,67.683,57.255
1743395423.66,0.002,-0.048,0.020,-0.748,0.181,-0.163,28.057,55.484,-1.114,-78.218,71.783,61.173
1743395423.68,-0.038,-0.026,0.004,-0.715,0.141,-0.013,27.832,55.723,0.012,-78.540,75.670,64.953
1743395423.70,-0.106,-0.013,-0.065,-0.722,0.097,0.046,27.961,55.710,0.929,-78.686,79.890,69.115
1743395423.72,-0.127,0.004,-0.067,-0.546,0.080,-0.027,27.824,55.715,1.777,-78.776,83.641,72.841
1743395423.74,-0.067,0.034,-0.031,-0.355,0.030,-0.070,27.765,55.624,2.668,-78.882,86.227,75.406
1743395423.76,-0.001,0.046,0.015,-0.280,-0.117,-0.005,27.890,55.750,2.914,-78.953,87.977,77.227
1743395423.78,0.032,0.031,0.065,-0.291,-0.353,0.111,27.755,55.982,3.432,-78.904,89.343,78.893
1743395423.80,0.020,0.012,0.088,-0.397,-0.427,0.177,27.982,55.811,3.268,-78.732,90.823,80.885
1743395423.82,-0.008,-0.004,0.102,-0.485,-0.254,0.155,28.122,55.800,3.626,-78.521,92.936,83.446
1743395423.84,-0.026,-0.026,0.121,-0.428,-0.063,0.152,28.319,55.480,3.836,-78.310,95.297,86.042
1743395423.86,-0.050,-0.029,0.116,-0.308,0.117,0.226,28.475,55.438,4.085,-78.054,97.211,87.961
1743395423.88,-0.087,0.020,0.090,-0.252,0.248,0.274,28.848,55.386,4.794,-77.726,98.674,89.232
1743395423.90,-0.133,0.072,0.031,-0.307,0.249,0.271,28.924,55.196,5.014,-77.358,100.156,90.447
1743395423.92,-0.175,0.083,-0.023,-0.262,0.093,0.149,29.468,55.112,5.510,-77.052,101.627,91.740
1743395423.94,-0.182,0.048,-0.031,-0.068,-0.066,0.011,29.566,54.706,5.799,-76.918,102.385,92.512
1743395423.96,-0.128,0.023,0.036,0.138,-0.093,-0.070,29.265,54.602,6.001,-76.974,102.130,92.352
1743395423.98,-0.043,0.020,0.094,0.177,-0.032,-0.013,29.496,54.860,6.026,-77.066,101.258,91.538
1743395424.00,-0.033,0.041,0.089,0.068,0.116,0.048,29.366,54.856,5.713,-77.066,100.676,90.892
1743395424.02,-0.082,0.018,0.039,0.049,0.112,0.035,29.311,55.083,5.615,-77.025,100.567,90.622
1743395424.04,-0.101,0.011,0.013,0.171,-0.039,0.000,29.590,55.048,5.729,-77.053,100.129,90.128
1743395424.06,-0.094,0.030,0.014,0.286,-0.116,-0.021,29.550,54.855,5.452,-77.115,98.971,89.036
1743395424.08,-0.078,0.040,0.021,0.369,-0.099,-0.044,29.573,54.971,5.073,-77.210,97.324,87.475
1743395424.10,-0.054,0.038,0.030,0.456,-0.076,-0.011,29.518,55.094,4.825,-77.318,95.268,85.459
1743395424.12,-0.039,0.035,0.019,0.516,-0.111,0.044,29.380,55.059,4.336,-77.372,92.752,82.977
1743395424.14,-0.046,0.024,-0.013,0.539,-0.144,0.097,29.412,55.093,3.724,-77.304,89.928,80.228
1743395424.16,-0.058,0.013,-0.030,0.684,-0.211,0.126,29.624,55.191,3.197,-77.155,86.746,77.173
1743395424.18,-0.071,0.002,0.015,0.994,-0.271,0.163,29.678,54.778,2.366,-76.904,82.426,73.025
1743395424.20,-0.089,-0.019,0.077,1.290,-0.143,0.230,29.792,54.635,1.321,-76.447,76.869,67.582
1743395424.22,-0.110,-0.006,0.125,1.407,0.230,0.268,29.970,54.495,0.039,-75.741,71.167,61.675
1743395424.24,-0.118,0.021,0.074,1.256,0.658,0.268,30.154,54.426,-1.444,-74.889,66.620,56.430
1743395424.26,-0.110,0.012,-0.046,1.181,0.796,0.165,30.518,54.101,-2.503,-74.089,63.458,52.275
1743395424.28,-0.137,-0.052,0.063,1.495,0.870,0.059,30.864,54.085,-3.230,-73.252,60.022,47.678
1743395424.30,-0.144,-0.063,0.092,1.467,0.268,0.013,30.849,53.739,-3.974,-72.308,56.042,42.742
1743395424.32,-0.093,0.012,-0.133,1.085,-0.855,0.033,31.029,53.471,-5.126,-71.430,52.064,38.953
1743395424.34,-0.031,0.022,-0.160,0.909,-0.665,0.034,30.677,53.030,-8.313,-70.704,48.635,36.467
1743395424.36,0.058,-0.014,0.114,1.177,0.873,0.007,30.491,52.682,-9.248,-69.875,46.385,33.909
1743395424.38,0.138,-0.090,0.016,1.280,0.826,0.121,30.839,52.463,-9.818,-68.865,44.928,31.164
1743395424.40,0.182,-0.127,-0.282,1.754,-0.159,0.413,31.153,52.007,-11.269,-67.422,42.935,28.564
1743395424.42,0.079,-0.060,-0.167,1.648,-0.580,0.474,31.421,51.141,-13.016,-65.546,40.232,26.204
1743395424.44,-0.034,-0.044,-0.006,1.212,0.351,0.219,31.520,50.542,-14.549,-64.028,38.518,24.531
1743395424.46,-0.005,-0.065,0.097,1.025,0.859,0.092,31.888,49.906,-15.276,-62.965,38.008,23.042
1743395424.48,0.122,-0.085,0.139,1.150,0.208,0.392,32.130,49.529,-16.047,-61.846,37.596,21.863
1743395424.50,0.138,-0.062,0.066,1.487,-0.409,0.657,32.670,48.904,-17.051,-60.279,36.751,21.018
1743395424.52,0.048,-0.018,-0.133,1.501,-1.008,0.652,32.951,47.588,-19.135,-58.381,35.188,20.187
1743395424.54,-0.050,0.015,-0.021,1.169,-0.319,0.450,32.866,46.787,-20.984,-56.784,33.780,19.584
1743395424.56,-0.048,-0.020,0.015,0.982,0.096,0.353,33.161,45.990,-21.710,-55.521,33.350,19.016
1743395424.58,0.080,-0.069,0.076,1.140,-0.345,0.466,33.390,45.203,-22.963,-54.293,32.815,18.574
1743395424.60,0.222,-0.090,0.259,1.486,-0.180,0.714,33.751,44.247,-24.165,-52.655,32.091,18.128
1743395424.62,0.134,-0.093,-0.078,1.297,-0.185,0.908,34.152,42.937,-25.422,-50.752,31.909,18.033
1743395424.64,0.111,0.019,-0.084,0.934,-0.091,0.722,34.753,41.827,-26.726,-49.173,31.819,18.245
1743395424.66,0.133,0.077,0.206,0.724,-0.330,0.624,35.094,40.522,-27.349,-48.020,31.885,18.500
1743395424.68,-0.041,0.112,-0.023,1.111,-0.945,0.604,35.097,39.553,-28.616,-46.775,31.150,18.588
1743395424.70,-0.218,0.167,-0.032,1.264,-0.637,0.451,35.131,38.537,-29.974,-45.252,30.008,18.325
1743395424.72,-0.238,0.081,0.026,1.264,-0.390,0.323,35.113,37.643,-31.377,-43.799,29.142,17.837
1743395424.74,-0.148,-0.124,-0.130,1.360,-0.592,0.532,34.932,36.120,-32.724,-42.257,28.290,17.430
1743395424.76,-0.080,-0.135,-0.122,1.394,-0.192,0.419,35.033,34.997,-33.938,-40.575,27.562,17.146
1743395424.78,-0.163,-0.098,0.048,1.163,0.077,0.189,35.036,33.864,-34.723,-39.129,27.301,16.633
1743395424.80,-0.062,-0.037,0.048,1.144,-0.007,0.324,35.403,33.107,-35.437,-37.845,27.020,16.203
1743395424.82,0.062,0.034,0.096,1.213,-0.268,0.446,35.331,31.759,-36.088,-36.455,26.726,15.929
1743395424.84,0.094,-0.036,-0.038,1.418,-0.141,0.481,35.288,30.561,-37.145,-34.854,26.313,15.700
1743395424.86,0.074,-0.116,0.021,1.337,0.111,0.359,35.464,29.115,-38.024,-33.208,26.121,15.380
1743395424.88,0.035,-0.171,0.084,1.366,0.002,0.302,35.715,27.727,-38.722,-31.682,25.999,14.967
1743395424.90,0.086,-0.093,0.094,1.367,-0.193,0.446,35.723,26.389,-39.432,-30.081,25.707,14.606
1743395424.92,0.181,-0.025,0.090,1.370,-0.389,0.601,35.774,25.042,-40.402,-28.418,25.286,14.465
1743395424.94,0.132,-0.045,0.032,1.363,-0.238,0.631,35.606,23.319,-41.334,-26.686,24.886,14.438
1743395424.96,0.000,-0.084,-0.037,1.205,0.083,0.696,36.044,21.863,-42.055,-25.023,24.835,14.503
1743395424.98,-0.099,-0.037,0.056,1.153,0.233,0.704,36.246,20.357,-42.553,-23.498,25.121,14.692
1743395425.00,0.039,-0.041,0.080,1.344,-0.043,0.713,36.554,18.619,-42.743,-21.871,25.313,14.840
1743395425.02,0.166,-0.003,0.147,1.431,-0.437,0.662,36.596,17.127,-43.204,-20.078,25.048,14.868
1743395425.04,0.136,-0.049,-0.019,1.305,-0.589,0.693,36.583,15.240,-43.947,-18.319,24.417,14.903
1743395425.06,-0.018,-0.009,-0.096,1.223,-0.297,0.640,36.190,13.452,-44.853,-16.712,23.945,15.021
1743395425.08,-0.136,0.021,0.003,1.219,0.057,0.640,36.219,11.885,-45.047,-15.150,23.848,15.138
1743395425.10,-0.195,0.062,0.050,1.378,0.035,0.660,36.182,10.321,-45.665,-13.500,23.908,15.209
1743395425.12,-0.110,0.099,0.009,1.393,-0.017,0.633,36.185,8.450,-45.651,-11.736,23.952,15.250
1743395425.14,-0.023,-0.062,-0.175,1.356,-0.182,0.529,36.295,6.855,-45.975,-10.018,23.829,15.221
1743395425.16,0.129,-0.130,-0.168,1.228,-0.119,0.362,36.183,5.170,-46.294,-8.473,23.652,15.084
1743395425.18,0.016,0.017,0.006,1.180,-0.098,0.419,36.152,4.063,-46.427,-7.050,23.479,14.929
1743395425.20,-0.144,0.174,0.029,1.185,0.110,0.510,36.115,2.289,-46.560,-5.598,23.470,14.886
1743395425.22,-0.147,0.084,0.051,1.156,0.097,0.521,36.121,0.946,-46.296,-4.123,23.618,14.900
1743395425.24,0.119,-0.123,-0.114,1.211,-0.101,0.382,36.092,-0.573,-46.467,-2.678,23.633,14.838
1743395425.26,0.243,-0.180,-0.102,1.050,-0.423,0.272,35.810,-2.075,-46.349,-1.349,23.298,14.655
1743395425.28,0.067,0.049,-0.027,1.070,-0.529,0.341,35.125,-3.211,-46.640,-0.101,22.756,14.492
1743395425.30,-0.146,0.067,0.083,1.044,-0.328,0.441,34.891,-4.546,-46.983,1.176,22.251,14.441
1743395425.32,-0.126,0.016,-0.172,1.102,-0.059,0.355,34.419,-5.878,-47.078,2.496,22.027,14.430
1743395425.34,-0.051,-0.035,-0.105,1.045,-0.014,0.139,34.293,-7.161,-47.015,3.725,22.033,14.226
1743395425.36,0.125,0.018,-0.182,0.998,-0.255,0.032,34.234,-8.162,-47.122,4.855,21.923,13.861
1743395425.38,0.051,0.082,-0.160,0.956,-0.395,-0.001,33.804,-9.097,-47.106,5.894,21.558,13.460
1743395425.40,-0.125,0.029,-0.167,0.899,-0.225,-0.114,33.398,-10.095,-47.004,6.872,21.241,13.021
1743395425.42,0.017,-0.047,-0.239,0.761,-0.004,-0.229,33.351,-10.654,-46.966,7.690,21.205,12.474
1743395425.44,0.278,-0.088,-0.202,0.476,-0.095,-0.198,33.445,-11.190,-46.973,8.264,21.241,11.969
1743395425.46,0.236,-0.082,-0.207,0.252,-0.072,-0.107,33.386,-11.485,-46.815,8.586,21.170,11.658
1743395425.48,0.097,-0.106,-0.146,0.044,0.152,-0.100,33.350,-11.451,-46.851,8.700,21.229,11.486
1743395425.50,0.179,-0.129,-0.248,-0.207,0.211,-0.071,33.410,-11.594,-46.714,8.580,21.459,11.426
1743395425.52,0.219,-0.121,-0.285,-0.510,0.170,-0.014,33.553,-11.307,-46.624,8.186,21.665,11.528
1743395425.54,0.139,-0.059,-0.238,-0.771,0.220,-0.022,34.037,-10.856,-46.661,7.497,21.823,11.798
1743395425.56,0.073,-0.117,-0.237,-0.964,0.216,-0.073,34.264,-9.965,-46.467,6.555,22.034,12.111
1743395425.58,0.106,-0.092,-0.223,-1.171,0.221,-0.100,34.675,-9.241,-46.656,5.393,22.259,12.477
1743395425.60,0.075,0.003,-0.191,-1.322,0.242,-0.122,34.877,-8.160,-46.805,4.025,22.478,12.906
1743395425.62,0.054,-0.058,-0.148,-1.423,0.198,-0.205,35.074,-6.591,-46.665,2.502,22.708,13.340
1743395425.64,0.045,-0.082,-0.088,-1.519,0.080,-0.265,35.392,-5.390,-46.649,0.863,22.879,13.733
1743395425.66,0.008,-0.037,-0.195,-1.624,-0.022,-0.309,35.429,-3.786,-46.734,-0.925,22.887,14.135
1743395425.68,-0.089,0.020,-0.087,-1.650,0.102,-0.434,35.699,-1.960,-46.924,-2.823,22.942,14.477
1743395425.70,-0.088,-0.003,-0.066,-1.616,0.151,-0.528,35.778,-0.169,-46.855,-4.748,23.089,14.695
1743395425.71,0.017,-0.025,-0.062,-1.663,0.118,-0.532,35.913,1.758,-46.645,-6.713,23.292,14.868
1743395425.73,0.027,-0.028,-0.035,-1.659,0.152,-0.543,36.100,3.709,-46.735,-8.698,23.451,15.070
1743395425.75,-0.049,-0.067,0.018,-1.615,0.221,-0.598,36.305,5.522,-46.178,-10.671,23.703,15.221
1743395425.77,-0.062,-0.127,0.008,-1.613,0.219,-0.611,36.516,7.489,-45.866,-12.636,23.978,15.334
1743395425.79,-0.007,-0.132,0.029,-1.637,0.301,-0.631,36.608,9.652,-45.452,-14.619,24.306,15.448
1743395425.81,-0.012,-0.107,0.026,-1.560,0.120,-0.645,36.738,11.411,-44.997,-16.603,24.599,15.549
1743395425.84,-0.070,-0.166,-0.045,-1.423,-0.049,-0.712,36.733,13.237,-44.274,-18.456,24.618,15.555
1743395425.85,-0.109,-0.181,-0.031,-1.508,0.011,-0.791,36.508,15.042,-43.911,-20.326,24.560,15.453
1743395425.87,-0.096,-0.128,-0.042,-1.546,0.133,-0.815,36.418,16.959,-43.773,-22.307,24.585,15.342
1743395425.89,-0.076,-0.067,-0.035,-1.502,0.162,-0.827,36.114,18.886,-42.946,-24.285,24.713,15.210
1743395425.91,-0.042,-0.071,0.030,-1.417,0.322,-0.840,36.273,20.708,-42.104,-26.193,24.905,15.023
1743395425.93,-0.038,-0.105,-0.010,-1.452,0.257,-0.825,35.921,22.590,-41.269,-28.069,25.156,14.828
1743395425.95,0.027,-0.092,0.043,-1.596,0.464,-0.806,35.948,24.671,-40.536,-30.035,25.483,14.711
1743395425.97,0.047,-0.070,0.064,-1.705,0.588,-0.745,36.097,26.487,-39.280,-32.126,26.131,14.738
1743395425.99,0.044,-0.041,0.033,-1.669,0.457,-0.654,36.097,28.297,-38.249,-34.220,26.833,14.918
1743395426.01,0.017,-0.017,-0.054,-1.549,0.282,-0.624,35.973,30.098,-36.535,-36.180,27.382,15.161
1743395426.03,-0.047,-0.021,-0.068,-1.524,0.354,-0.702,35.880,31.648,-35.489,-38.072,27.826,15.333
1743395426.05,-0.046,-0.062,0.019,-1.584,0.581,-0.742,35.719,33.414,-34.084,-40.025,28.442,15.460
1743395426.07,-0.013,-0.107,0.051,-1.657,0.655,-0.681,35.604,35.117,-32.515,-42.043,29.308,15.695
1743395426.09,0.047,-0.115,0.080,-1.664,0.737,-0.607,35.598,36.629,-31.033,-44.055,30.401,16.124
1743395426.11,0.075,-0.075,0.054,-1.680,0.669,-0.570,35.746,38.199,-29.099,-46.032,31.624,16.698
1743395426.13,0.080,-0.044,-0.024,-1.737,0.465,-0.563,35.741,39.489,-27.379,-48.030,32.813,17.423
1743395426.15,0.086,-0.050,-0.055,-1.668,0.262,-0.552,35.578,40.986,-25.727,-50.016,33.836,18.255
1743395426.17,0.074,-0.062,0.035,-1.614,0.238,-0.541,35.363,42.543,-24.069,-51.906,34.778,19.103
1743395426.19,0.072,-0.080,0.026,-1.596,0.090,-0.516,35.033,43.539,-22.597,-53.758,35.726,20.039
1743395426.21,0.050,-0.083,-0.038,-1.559,-0.193,-0.477,34.736,44.647,-21.225,-55.543,36.528,21.084
1743395426.23,0.021,-0.065,-0.018,-1.604,-0.346,-0.493,34.401,45.668,-19.795,-57.315,37.170,22.246
1743395426.25,-0.005,-0.038,-0.027,-1.640,-0.393,-0.507,34.006,46.860,-18.699,-59.129,37.818,23.508
1743395426.27,-0.029,-0.063,0.123,-1.706,-0.370,-0.435,33.428,47.788,-17.660,-60.969,38.701,25.041
1743395426.29,-0.009,-0.084,0.065,-1.637,-0.409,-0.392,32.904,48.826,-15.969,-62.751,39.872,26.858
1743395426.31,0.003,-0.089,-0.100,-1.560,-0.534,-0.544,32.249,49.513,-14.888,-64.464,40.916,28.619
1743395426.33,-0.004,-0.095,-0.081,-1.598,-0.667,-0.702,31.770,50.445,-13.662,-66.296,41.607,30.154
1743395426.35,0.005,-0.097,0.104,-1.629,-0.477,-0.650,31.030,51.215,-12.696,-68.203,42.468,31.827
1743395426.37,0.020,-0.004,0.069,-1.617,-0.155,-0.446,30.362,52.141,-11.416,-69.982,44.268,34.116
1743395426.39,-0.002,0.034,-0.047,-1.570,-0.159,-0.383,29.898,52.735,-9.677,-71.589,46.914,37.093
1743395426.41,-0.008,-0.019,-0.016,-1.482,-0.093,-0.378,29.395,53.374,-8.338,-73.076,49.945,40.448
1743395426.43,-0.029,-0.086,0.037,-1.271,-0.076,-0.342,29.320,53.898,-6.991,-74.382,53.226,43.945
1743395426.45,-0.040,-0.103,0.033,-1.143,-0.103,-0.260,28.761,54.446,-5.582,-75.452,56.484,47.435
